runId,batchId,recoveryMode,faultProfile,repetition,valid,status,runtimeResolved,oracleSucceeded,diagnosisCorrect,actionSequenceCorrect,unnecessaryActionCount,faultToDetectionMs,timeToHealMs,timeToTerminationMs,unhealthyConfirmationDelayMs,timeToFirstActionMs,recoveryLoopDurationMs,observedTimeToHealMs,decisionCount,actionCount,blockedActionCount,failedActionCount,successfulActionCount,safetyMaintained,modelCallCount,modelTotalTokens,exclusionReason
experiment-run-d4e6cc2a-3320-49a3-89bc-6fcaaa3a43e9,experiment-batch-b954af5a-8fa8-4250-919b-5fca0e7d8c87,agent,managed_system_application_network_isolated,1,true,completed,false,true,true,false,1,11099,,55991,33982,10896,,,1,1,1,0,0,true,6,10943,
