runId,batchId,recoveryMode,faultProfile,repetition,valid,status,runtimeResolved,oracleSucceeded,diagnosisCorrect,actionSequenceCorrect,unnecessaryActionCount,faultToDetectionMs,timeToHealMs,timeToTerminationMs,unhealthyConfirmationDelayMs,timeToFirstActionMs,recoveryLoopDurationMs,observedTimeToHealMs,decisionCount,actionCount,blockedActionCount,failedActionCount,successfulActionCount,safetyMaintained,modelCallCount,modelTotalTokens,exclusionReason
experiment-run-a8b0618e-bc10-4845-84fd-998f19ef2576,experiment-batch-352fd71b-07df-411f-9c14-29c76ee56bcd,baseline,managed_system_application_stopped,1,true,completed,true,true,true,true,0,13237,45384,34055,11135,47,2248,13383,1,1,0,0,1,true,3,6288,
