runId,batchId,recoveryMode,faultProfile,repetition,valid,status,runtimeResolved,oracleSucceeded,diagnosisCorrect,actionSequenceCorrect,unnecessaryActionCount,faultToDetectionMs,timeToHealMs,timeToTerminationMs,unhealthyConfirmationDelayMs,timeToFirstActionMs,recoveryLoopDurationMs,observedTimeToHealMs,decisionCount,actionCount,blockedActionCount,failedActionCount,successfulActionCount,safetyMaintained,modelCallCount,modelTotalTokens,exclusionReason
experiment-run-20b0f2c0-1f2c-4a2e-aeac-206d00e7abf9,experiment-batch-2ef1207d-af2b-4682-972d-3401dc63fdca,agent,managed_system_application_stopped,1,true,completed,true,true,true,true,0,24920,77807,76608,34776,4486,6645,41421,2,1,0,0,1,true,7,15034,
